# m_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13   0.0014865146   0.0014864402  0.00095430172  0.00095425398   0.0021387355   0.0021386285
             14   0.0026762305   0.0033129064   0.0005731092     0.00627655   0.0032168866   0.0022118486
             15   0.0030057623   0.0021255148   0.0023418567   0.0016559484   0.0037173269   0.0026289481
             16    0.010814606   0.0040888946   0.0080350141   0.0030424389    0.013993157   0.0053098736
             17    0.015494558   0.0049009036    0.011682473   0.0037026548    0.020748299   0.0066499782
             18    0.020351901   0.0061136275    0.015836575   0.0045951039    0.025890076   0.0083606756
             19    0.024907043    0.006235491    0.019120448   0.0047971793    0.032513125   0.0082288898
             20    0.044490076   0.0082673775    0.035128652   0.0065438916    0.057561185    0.010843901
             21    0.032508563   0.0070959483    0.025353101   0.0055583528     0.04294938   0.0094775476
             22    0.046694638   0.0085287778    0.035716807   0.0065395105     0.06232609     0.01145904
             23    0.077258903    0.010929049    0.061859824   0.0087803257    0.097779512     0.01396983
             24    0.069447859    0.010623873    0.055547139    0.008473205    0.086715646    0.014100963
             25    0.092580913    0.012175039    0.073694758   0.0096322415      0.1199495    0.016169756
             26     0.10179704    0.012757459    0.084839816    0.010580579     0.12286791    0.016132258
             27     0.12142653    0.014177251    0.096810044     0.01117037     0.15705038    0.018941661
             28     0.12853673    0.014625427     0.10230256    0.011477791     0.16665486    0.020036371
             29     0.16527275     0.01634024     0.13485298    0.013137325     0.20679208    0.022123821
             30      0.2228954    0.018658621     0.17958639    0.015067776     0.28413926    0.023999988
             31      0.2030415    0.017889225     0.16451301    0.014466506     0.25680328    0.022898476
             32     0.24149068     0.01934904     0.19439948    0.015615868     0.30837327    0.024930527
             33     0.28087515    0.020917879     0.22701581    0.016930187     0.35667814    0.028143786
             34     0.29613678    0.021708275     0.23955257    0.017470618     0.37566042    0.028845563
             35     0.37188716    0.024247867      0.3012451    0.019567767     0.47091693    0.031277107
             36     0.39572009    0.025221912      0.3249569    0.020332233     0.49156179    0.033300236
             37     0.42987763    0.026237295     0.34843513    0.021016151     0.54400689     0.03518015
             38     0.43968583    0.026609487     0.36101361    0.021446553     0.54653425    0.035304011
             39     0.50192473    0.028181728     0.40780105    0.022798771     0.63327627    0.036615728
             40     0.54435002    0.029549673     0.44294002    0.023846141     0.68550084    0.038181766
             41     0.59281501     0.03066402      0.4809984     0.02473719     0.74960076    0.039504544
             42     0.67686699    0.032700231     0.55102689    0.026510593     0.85201993    0.041875162
             43     0.70146487    0.033191951     0.57224101    0.026978205     0.88052048    0.042556019
             44     0.78677475    0.036323299     0.64216047    0.029562494      0.9869672    0.046392584
             45     0.88882301    0.037148257     0.72529028    0.030508978        1.11539    0.047396048
             46     0.86944198    0.036891585     0.71232009    0.030213924      1.0852909    0.046646748
             47     0.89396559    0.037700897     0.73616166    0.030876888      1.1081215    0.047701772
             48     0.97110807     0.03899674     0.79828639    0.032053906      1.2068351    0.049253823
             49      1.1278284    0.042055102     0.93056867    0.034724156      1.3945168    0.052804787
             50      1.1391886    0.042232988     0.93187683    0.034580647      1.4254962    0.053487864
             51      1.2893648    0.044839838      1.0704509    0.037336748      1.5809085    0.055859531
             52      1.3915302    0.046688137      1.1452791    0.038424202      1.7270149    0.059602605
             53       1.497081    0.048466186      1.2317701     0.03978223      1.8590509    0.061131799
             54      1.6083978    0.050154672      1.3213229    0.041211151      2.0015649    0.063102559
             55      1.6129783     0.05043177      1.3348764    0.041603136      1.9873804    0.063159514
             56      1.7558359    0.052436047      1.4513136    0.043331819      2.1672172    0.065446613
             57      1.8114155    0.053059066      1.4993754     0.04405528      2.2315186    0.066176461
             58      2.0271229    0.056236821      1.6741419    0.046473801      2.5053711    0.070166701
             59      2.1815622    0.058384591      1.8047081    0.048343264      2.6901259    0.072750326
             60      2.3126118    0.060292302      1.9138823    0.049784125      2.8503832    0.075271037
             61      2.4768476    0.062149982      2.0510922    0.051532898      3.0505504    0.077033542
             62      2.5295395    0.062987408      2.1040211    0.052223868      3.0968995    0.078623739
             63      2.8207833    0.066291084      2.3404426     0.05504997      3.4654058    0.082170401
             64      2.8418582    0.066544392      2.3571653     0.05522768      3.4929705    0.082460977
             65      3.0236324    0.068839548      2.5083349    0.056976113      3.7158575    0.085760059
             66      3.3749077    0.072565336      2.8102152    0.060364194      4.1267312    0.089765122
             67      3.5780427    0.074988443      2.9793784    0.062210249       4.375505    0.093408686
             68      3.9542779    0.078508006       3.288774      0.0653162      4.8437174    0.096964293
             69       4.166452    0.080595455      3.4681587     0.06714727      5.0981397    0.099537423
             70      4.3176761    0.082278332      3.6086551    0.068567852      5.2542627     0.10202065
             71      4.7091445    0.085760117      3.9334811    0.071678431      5.7358611     0.10700247
             72      4.8475339    0.087025363      4.0487197    0.072749332      5.9055647     0.10820654
             73      5.3279142    0.091588765      4.4626536    0.076437721      6.4657885     0.11306471
             74      5.9183744    0.096177182      4.9516984    0.080507325       7.193619     0.11790736
             75      6.2746179    0.098936193      5.2408587    0.082625379      7.6450651     0.12145546
             76      6.8554453     0.10345474      5.7359945    0.086590181      8.3331924     0.12687554
             77      7.6141083     0.10905488      6.3674486    0.091143759       9.262304     0.13369899
             78      8.0208389     0.11184483      6.7180756    0.093695149       9.737303     0.13694972
             79      8.7883139     0.11721552      7.3787098    0.098292612      10.634291     0.14353896
             80      9.7084149     0.12291166      8.1326164      0.1030221      11.784876     0.15010827
