# m_bbZ-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15   0.0031264763     0.00312632   0.0031264763     0.00312632   0.0031264763     0.00312632
             16   0.0067283466   0.0067280101   0.0067283466   0.0067280101   0.0067283466   0.0067280101
             17  -0.0042915355    0.004291321  -0.0042915355    0.004291321  -0.0042915355    0.004291321
             18   0.0035588583   0.0026135562   0.0035588583   0.0026135562   0.0035588583   0.0026135562
             19    0.015476083    0.017413108    0.015476083    0.017413108    0.015476083    0.017413108
             20    0.025685827      0.0203356    0.025685827      0.0203356    0.025685827      0.0203356
             21    0.070306998    0.019612861    0.070306998    0.019612861    0.070306998    0.019612861
             22    0.040416831    0.018498894    0.040416831    0.018498894    0.040416831    0.018498894
             23    0.046786515    0.020821805    0.046786515    0.020821805    0.046786515    0.020821805
             24    0.086227146    0.019196571    0.086227146    0.019196571    0.086227146    0.019196571
             25    0.098179528    0.022064436    0.098179528    0.022064436    0.098179528    0.022064436
             26     0.10701732    0.024293688     0.10701732    0.024293688     0.10701732    0.024293688
             27    0.096100689    0.031571377    0.096100689    0.031571377    0.096100689    0.031571377
             28     0.10112205    0.029303472     0.10112205    0.029303472     0.10112205    0.029303472
             29     0.18640564     0.03560347     0.18640564     0.03560347     0.18640564     0.03560347
             30     0.14682167    0.030797857     0.14682167    0.030797857     0.14682167    0.030797857
             31     0.25423234    0.039425481     0.25423234    0.039425481     0.25423234    0.039425481
             32     0.24002679    0.038335887     0.24002679    0.038335887     0.24002679    0.038335887
             33     0.25078622    0.043062473     0.25078622    0.043062473     0.25078622    0.043062473
             34     0.25787987    0.043809948     0.25787987    0.043809948     0.25787987    0.043809948
             35     0.32354259    0.041727007     0.32354259    0.041727007     0.32354259    0.041727007
             36     0.37146531    0.047900555     0.37146531    0.047900555     0.37146531    0.047900555
             37     0.47649349    0.050724944     0.47649349    0.050724944     0.47649349    0.050724944
             38     0.44175464    0.052386767     0.44175464    0.052386767     0.44175464    0.052386767
             39     0.53189598     0.13352608     0.53189598     0.13352608     0.53189598     0.13352608
             40     0.47047683    0.047899816     0.47047683    0.047899816     0.47047683    0.047899816
             41     0.59626188    0.057581737     0.59626188    0.057581737     0.59626188    0.057581737
             42     0.62168432    0.059160212     0.62168432    0.059160212     0.62168432    0.059160212
             43     0.58095835    0.061213951     0.58095835    0.061213951     0.58095835    0.061213951
             44     0.71755507    0.063100133     0.71755507    0.063100133     0.71755507    0.063100133
             45     0.66540507    0.066962149     0.66540507    0.066962149     0.66540507    0.066962149
             46     0.90179859    0.068213269     0.90179859    0.068213269     0.90179859    0.068213269
             47     0.75159475    0.070236037     0.75159475    0.070236037     0.75159475    0.070236037
             48     0.84102296    0.068328927     0.84102296    0.068328927     0.84102296    0.068328927
             49     0.94786179    0.076932229     0.94786179    0.076932229     0.94786179    0.076932229
             50     0.92890474    0.069259546     0.92890474    0.069259546     0.92890474    0.069259546
             51      1.0773393    0.073610363      1.0773393    0.073610363      1.0773393    0.073610363
             52      1.1287518    0.074197428      1.1287518    0.074197428      1.1287518    0.074197428
             53      1.0618842    0.074434635      1.0618842    0.074434635      1.0618842    0.074434635
             54      1.3304336     0.08118897      1.3304336     0.08118897      1.3304336     0.08118897
             55      1.3797694    0.081347036      1.3797694    0.081347036      1.3797694    0.081347036
             56      1.5180102    0.086315333      1.5180102    0.086315333      1.5180102    0.086315333
             57       1.509536    0.089102077       1.509536    0.089102077       1.509536    0.089102077
             58      1.6933059    0.091189617      1.6933059    0.091189617      1.6933059    0.091189617
             59      1.7224055    0.094776268      1.7224055    0.094776268      1.7224055    0.094776268
             60      1.8608225    0.097708989      1.8608225    0.097708989      1.8608225    0.097708989
             61      1.8575508    0.097902461      1.8575508    0.097902461      1.8575508    0.097902461
             62      2.1221646     0.10027663      2.1221646     0.10027663      2.1221646     0.10027663
             63      2.1482525     0.10066275      2.1482525     0.10066275      2.1482525     0.10066275
             64      2.2755828     0.10841752      2.2755828     0.10841752      2.2755828     0.10841752
             65      2.3079491     0.10754104      2.3079491     0.10754104      2.3079491     0.10754104
             66      2.4844926     0.11011205      2.4844926     0.11011205      2.4844926     0.11011205
             67      2.7141845     0.11701026      2.7141845     0.11701026      2.7141845     0.11701026
             68      2.9276419     0.11882901      2.9276419     0.11882901      2.9276419     0.11882901
             69      3.1354799      0.1254879      3.1354799      0.1254879      3.1354799      0.1254879
             70      3.2070071     0.12765662      3.2070071     0.12765662      3.2070071     0.12765662
             71      3.5067489     0.13293728      3.5067489     0.13293728      3.5067489     0.13293728
             72      3.8087092     0.13813645      3.8087092     0.13813645      3.8087092     0.13813645
             73      4.0712212     0.14457727      4.0712212     0.14457727      4.0712212     0.14457727
             74       4.314771     0.14580513       4.314771     0.14580513       4.314771     0.14580513
             75      4.8888935     0.15319242      4.8888935     0.15319242      4.8888935     0.15319242
             76      4.8185679     0.15439913      4.8185679     0.15439913      4.8185679     0.15439913
             77      5.2598512     0.16357143      5.2598512     0.16357143      5.2598512     0.16357143
             78      6.2458392     0.17315081      6.2458392     0.17315081      6.2458392     0.17315081
             79       6.496145     0.17707032       6.496145     0.17707032       6.496145     0.17707032
             80      6.7906333      0.1819928      6.7906333      0.1819928      6.7906333      0.1819928
             81      7.9350407     0.19347077      7.9350407     0.19347077      7.9350407     0.19347077
