# m_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13   0.0012714467   0.0012713831  0.00078101749  0.00078097844   0.0022915421   0.0022914276
             14              0              0              0              0              0              0
             15   0.0065149445   0.0030645427   0.0038316375   0.0018049345    0.014235135   0.0072676895
             16   0.0073352303   0.0063592367  0.00054222591     0.01000594   0.0096911096   0.0057125951
             17   0.0081787282   0.0049195483   0.0062771384   0.0028797748    0.011539841    0.013358953
             18    0.033825692    0.010860943    0.023126169   0.0062712713     0.12446461    0.089402497
             19     0.02316814     0.00961005    0.016003688   0.0058903572    0.059833393    0.031597974
             20    0.034077488   0.0099766166   0.0070442296     0.05089911    0.034095414    0.015350323
             21    0.053676566    0.012574769    0.036116375   0.0076280976     0.13259965    0.047814203
             22    0.067530684    0.012338312    0.048556916   0.0082519563      0.1166373    0.028276208
             23    0.076339237    0.014077117    0.054950636   0.0087775351     0.15186003    0.059832466
             24     0.12750655    0.017090894    0.089298213    0.010918452     0.22212938    0.049480293
             25     0.10907978    0.017894023    0.073652337    0.010623675     0.26229784    0.096586354
             26     0.14691215    0.019383142     0.10384453    0.012300504     0.38775682    0.095735692
             27     0.18720757    0.023595223     0.13020558    0.014666147     0.40684403     0.10959828
             28     0.19367289    0.022224845     0.14284231    0.014057076     0.21700963    0.028570635
             29     0.22310639    0.026825285     0.16326362    0.016256976     0.30859777     0.17199435
             30     0.23304184    0.025947117     0.17484821    0.016629741     0.27175828    0.033547295
             31     0.26525063    0.024993158     0.19373587    0.016532744      0.4127495     0.07577825
             32     0.34515526     0.02942495     0.25319475    0.019339905     0.64272448     0.09898684
             33     0.32439088    0.028612549     0.24377123    0.019183809     0.55839307       0.150148
             34     0.42527892    0.030863743     0.30380776    0.020317055     0.79853238       0.197612
             35     0.42756041    0.033858354     0.31780893    0.021583837     0.64741751     0.29765639
             36     0.54314814    0.036252449     0.38660916    0.023098021      1.1007228      0.3215474
             37     0.51879105    0.034377857     0.38002853    0.022903251     0.75344143     0.15466304
             38       0.563209     0.03748622     0.42501438    0.026999096      1.0302054     0.32971075
             39     0.62163628    0.037805759     0.44925688    0.025319755      1.4192361     0.19946062
             40     0.73160461    0.041720981     0.53681371    0.027932422       1.424479     0.21829836
             41     0.67144244     0.04170432     0.50560978     0.02749161      1.0219232     0.26948822
             42     0.74411341    0.041654045     0.55902135    0.028643734      1.2020199     0.23524177
             43     0.80326799    0.045764634     0.62189744    0.031722628       1.330466     0.29582854
             44      0.9578243    0.046416579     0.70329081    0.031619871      2.0533177      0.2538279
             45     0.98798225    0.050196637     0.74464174    0.033329031       1.099586     0.17928832
             46      1.0371448    0.050512146     0.78035346    0.034106035      1.4592963     0.34493838
             47      1.1782462    0.055294794     0.88463136    0.036850202      1.7554309     0.39554203
             48      1.2030734    0.055016092      0.9227636    0.037481819        1.57333     0.43671856
             49       1.298723    0.054534154     0.98279706    0.037903838      2.3289401     0.28443117
             50       1.324053    0.056605684       1.002314    0.038750895      1.9446654     0.30218419
             51      1.5948841    0.061799874       1.188426      0.0422748      2.6043959     0.50696551
             52      1.5424428    0.059240144      1.1557342    0.040710121      2.2209035     0.33128397
             53       1.626577    0.062362635      1.2270699    0.042971577      2.4317736     0.45802138
             54      1.7918212    0.065498203       1.350365    0.044866005      3.1767619     0.44000786
             55      1.7543556    0.063459754      1.3312373    0.043961166      2.1285944     0.45105088
             56       1.973419    0.068222073      1.4951715     0.04690189      3.3669558     0.56711667
             57      2.1154801     0.06958637      1.6120315    0.049081744      3.6921056     0.43022297
             58      2.2437101    0.072296764       1.700396    0.050036972      3.1627347     0.56524576
             59      2.4198791     0.07293992      1.8287445    0.050753873      3.9370378     0.36871408
             60      2.5222988    0.075275992      1.9301052    0.053707029       4.104173     0.36792982
             61      2.4865473    0.076688347      1.9036779    0.054131872      4.3856321     0.52365958
             62      2.7984449    0.079366838       2.147832    0.056747871      4.5492396     0.39880957
             63      3.0509269    0.083370828      2.3188258    0.057857666      5.1204972     0.51970775
             64      3.3460666    0.086414947      2.5480471    0.060565745      4.7837372     0.50014933
             65       3.390561    0.084063949      2.5866321    0.060513567        5.53451     0.32907686
             66      3.6547212     0.09046209      2.7718819    0.063402408      6.4504887     0.68774368
             67      3.8001753    0.094087593      2.9002522    0.066219932      6.0184253     0.68575483
             68      4.0176655    0.094677744      3.0535401    0.066694905      6.8333426     0.49453458
             69      4.2102989     0.10103966      3.2176743    0.070882996      7.5863817     0.74287105
             70      4.4816805    0.098917482      3.4270778    0.071050746      6.6830094        0.51448
             71      4.8355349     0.10611661      3.7124604    0.075011092      7.6131944     0.70083149
             72      5.1907088     0.10761495        3.98366    0.076724748      7.5483919     0.53843015
             73      5.6413496     0.11069821      4.3303032    0.080271958      9.0576941     0.70458688
             74      6.3072496     0.11752104      4.8265824    0.084231426      10.612634      0.7396926
             75      6.3475492     0.11911149      4.8992111    0.085618343      9.6564299     0.66255893
             76      6.8476244      0.1225963      5.2563661    0.087465764      10.902376     0.80104445
             77      7.3430288     0.12895518      5.6743899    0.091959595      11.557665     0.72040485
             78       8.163293     0.13531149      6.2582765    0.095816296      14.183237     0.74729189
             79      8.6265457     0.13784677      6.6563875    0.098614961      13.709684     0.72057184
             80      9.4668777     0.14351131      7.3015872     0.10279626      14.005106     0.94877014
             81      10.919213      0.1546033      8.4089797     0.11124321      17.972484     0.86906533
