# m_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13   0.0014696026   0.0014695291   0.0014696026   0.0014695291   0.0014696026   0.0014695291
             14              0              0              0              0              0              0
             15    0.008195008   0.0037151012    0.008195008   0.0037151012    0.008195008   0.0037151012
             16   0.0029253673   0.0056925976   0.0029253673   0.0056925976   0.0029253673   0.0056925976
             17   0.0023795232   0.0070211399   0.0023795232   0.0070211399   0.0023795232   0.0070211399
             18    0.038759364    0.014251229    0.038759364    0.014251229    0.038759364    0.014251229
             19     0.01074724   0.0093723051     0.01074724   0.0093723051     0.01074724   0.0093723051
             20    0.047294563   0.0092368578    0.047294563   0.0092368578    0.047294563   0.0092368578
             21    0.039302713    0.010221549    0.039302713    0.010221549    0.039302713    0.010221549
             22    0.083479577    0.015637818    0.083479577    0.015637818    0.083479577    0.015637818
             23    0.088263498     0.01538016    0.088263498     0.01538016    0.088263498     0.01538016
             24     0.14692404     0.01826172     0.14692404     0.01826172     0.14692404     0.01826172
             25      0.1021797     0.01610846      0.1021797     0.01610846      0.1021797     0.01610846
             26     0.16386743    0.022402066     0.16386743    0.022402066     0.16386743    0.022402066
             27     0.20534761    0.025329289     0.20534761    0.025329289     0.20534761    0.025329289
             28       0.226349    0.025853776       0.226349    0.025853776       0.226349    0.025853776
             29       0.250976    0.024281764       0.250976    0.024281764       0.250976    0.024281764
             30     0.25933691    0.026194822     0.25933691    0.026194822     0.25933691    0.026194822
             31     0.30388257    0.032481683     0.30388257    0.032481683     0.30388257    0.032481683
             32     0.38388232    0.031298497     0.38388232    0.031298497     0.38388232    0.031298497
             33     0.38475662    0.033546699     0.38475662    0.033546699     0.38475662    0.033546699
             34     0.52421022    0.039891615     0.52421022    0.039891615     0.52421022    0.039891615
             35      0.5272104    0.036064773      0.5272104    0.036064773      0.5272104    0.036064773
             36        0.59229    0.038347914        0.59229    0.038347914        0.59229    0.038347914
             37     0.57951794    0.035388664     0.57951794    0.035388664     0.57951794    0.035388664
             38     0.67201299    0.059605564     0.67201299    0.059605564     0.67201299    0.059605564
             39     0.73581771    0.044765667     0.73581771    0.044765667     0.73581771    0.044765667
             40     0.89547826     0.04938508     0.89547826     0.04938508     0.89547826     0.04938508
             41     0.82239914    0.046369616     0.82239914    0.046369616     0.82239914    0.046369616
             42     0.93164078    0.056662671     0.93164078    0.056662671     0.93164078    0.056662671
             43       1.106063    0.085021147       1.106063    0.085021147       1.106063    0.085021147
             44       1.161761    0.077838086       1.161761    0.077838086       1.161761    0.077838086
             45      1.2675389    0.076411936      1.2675389    0.076411936      1.2675389    0.076411936
             46      1.3397554    0.061331163      1.3397554    0.061331163      1.3397554    0.061331163
             47      1.4469692    0.069152012      1.4469692    0.069152012      1.4469692    0.069152012
             48       1.623602    0.080754586       1.623602    0.080754586       1.623602    0.080754586
             49      1.8302198     0.20660115      1.8302198     0.20660115      1.8302198     0.20660115
             50      1.7118208    0.076538087      1.7118208    0.076538087      1.7118208    0.076538087
             51       2.033022    0.080217834       2.033022    0.080217834       2.033022    0.080217834
             52      1.8760878    0.072074013      1.8760878    0.072074013      1.8760878    0.072074013
             53      2.1230977    0.083960278      2.1230977    0.083960278      2.1230977    0.083960278
             54      2.1483915    0.079698576      2.1483915    0.079698576      2.1483915    0.079698576
             55      2.3587148     0.10829667      2.3587148     0.10829667      2.3587148     0.10829667
             56      2.6090841    0.098660327      2.6090841    0.098660327      2.6090841    0.098660327
             57      2.9251385     0.13601721      2.9251385     0.13601721      2.9251385     0.13601721
             58      2.9415098     0.10617395      2.9415098     0.10617395      2.9415098     0.10617395
             59      3.1532841      0.1047085      3.1532841      0.1047085      3.1532841      0.1047085
             60      3.4247022     0.12917402      3.4247022     0.12917402      3.4247022     0.12917402
             61      3.4947819     0.16695629      3.4947819     0.16695629      3.4947819     0.16695629
             62      3.8687124     0.14741161      3.8687124     0.14741161      3.8687124     0.14741161
             63      3.9899702      0.1137292      3.9899702      0.1137292      3.9899702      0.1137292
             64      4.5609412     0.15315215      4.5609412     0.15315215      4.5609412     0.15315215
             65      4.4680422     0.17665369      4.4680422     0.17665369      4.4680422     0.17665369
             66      4.8209853     0.12561311      4.8209853     0.12561311      4.8209853     0.12561311
             67      5.1703603     0.14055908      5.1703603     0.14055908      5.1703603     0.14055908
             68      5.4807379     0.14014423      5.4807379     0.14014423      5.4807379     0.14014423
             69      5.8933886     0.16822762      5.8933886     0.16822762      5.8933886     0.16822762
             70      6.3825516     0.17467888      6.3825516     0.17467888      6.3825516     0.17467888
             71      6.9329052     0.20654848      6.9329052     0.20654848      6.9329052     0.20654848
             72      7.5782647     0.26652237      7.5782647     0.26652237      7.5782647     0.26652237
             73      7.9003212     0.21981017      7.9003212     0.21981017      7.9003212     0.21981017
             74      8.8177052     0.18656579      8.8177052     0.18656579      8.8177052     0.18656579
             75      9.1539118     0.22481743      9.1539118     0.22481743      9.1539118     0.22481743
             76       10.26187     0.34029445       10.26187     0.34029445       10.26187     0.34029445
             77      10.630948     0.20285634      10.630948     0.20285634      10.630948     0.20285634
             78       11.94045     0.33954327       11.94045     0.33954327       11.94045     0.33954327
             79      12.962907     0.37947474      12.962907     0.37947474      12.962907     0.37947474
             80      14.341405     0.39526635      14.341405     0.39526635      14.341405     0.39526635
             81      16.649027     0.42978101      16.649027     0.42978101      16.649027     0.42978101
