#qTcut         xiR=0.5  xiF=0.5              xiR=0.5  xiF=1                xiR=1  xiF=0.5                xiR=1  xiF=1                  xiR=1  xiF=2                  xiR=2  xiF=1                  xiR=2  xiF=2                  µR=xiR*mWbb  µF=xiF*mWbb
0.01           13732.452      4.4068868      6607.0883      5.149242       9171.6555      2.864639       4617.3362      3.3410924      582.40027      3.8948169      3321.2259      2.2699905      623.65584      2.6427609      
0.02           15793.575      3.7323608      9828.6908      4.3613859      10472.017      2.4302931      6659.5508      2.8341567      3291.5497      3.3233482      4680.3608      1.9282067      2429.1496      2.2575326      
0.03           16598.514      3.4403936      11261.177      4.01343        10975.618      2.2424018      7564.441       2.6104249      4558.9866      3.0679397      5280.7591      1.7774821      3272.2522      2.0854859      
0.04           17004.049      3.261972       12089.725      3.7974861      11226.758      2.1277229      8086.1339      2.4717553      5325.9036      2.9080485      5625.9288      1.6841705      3781.6124      1.9779009      
0.05           17230.551      3.13601        12631.756      3.6431879      11365.093      2.0468428      8426.3015      2.3727732      5849.3403      2.7929923      5850.3476      1.6176264      4128.7514      1.9005507      
0.06           17362.857      3.0399892      13013.989      3.5245523      11444.314      1.9852339      8665.4183      2.2967286      6233.9191      2.7040801      6007.656       1.5665371      4383.4775      1.8408156      
0.07           17436.367      2.9631041      13292.795      3.4287725      11486.706      1.9359298      8839.162       2.2353706      6527.3076      2.6319223      6121.5676      1.525337       4577.5214      1.7923616      
0.08           17475.527      2.9005406      13505.897      3.3498978      11507.737      1.8958392      8971.495       2.1848835      6761.1355      2.5720522      6208.0572      1.4914611      4731.9934      1.7521877      
0.09           17487.886      2.8476177      13667.949      3.2827166      11512.064      1.8619554      9071.6128      2.141918       6948.6481      2.5208446      6273.1907      1.4626543      4855.6668      1.7178511      
0.1            17484.811      2.8019544      13796.474      3.2243583      11506.88       1.8327235      9150.6497      2.1046056      7104.5895      2.4761543      6324.393       1.4376442      4958.3862      1.6878934      
0.11           17470.269      2.761883       13898.892      3.1729492      11494.647      1.8070739      9213.2688      2.0717417      7235.6204      2.4366485      6364.7442      1.4156179      5044.5657      1.6614146      
0.12           17447.181      2.7260568      13981.033      3.1266514      11477.182      1.7841091      9263.1517      2.0421106      7347.0764      2.400869       6396.6865      1.3957327      5117.7558      1.6374061      
0.13           17417.812      2.6942674      14046.899      3.0853366      11455.904      1.7637669      9302.8262      2.0157128      7442.5039      2.3688402      6421.8975      1.378048       5180.3169      1.6159488      
0.14           17383.814      2.6654663      14099.815      3.047782       11431.848      1.7453354      9334.4031      1.9917167      7525.0072      2.3396604      6441.7826      1.3619704      5234.3218      1.5963985      
0.15           17345.849      2.6392145      14141.654      3.0133764      11405.412      1.7285602      9359.0514      1.9697618      7596.4181      2.3128474      6457.1105      1.3472794      5280.9807      1.5784543      
0.16           17305.526      2.6152541      14174.862      2.9818834      11377.596      1.7132484      9378.3026      1.9496667      7658.7687      2.2882434      6468.8891      1.3338334      5321.6347      1.5619897      
0.17           17263.029      2.5924595      14200.584      2.9520586      11348.505      1.6986841      9392.8811      1.9306395      7713.3447      2.2649962      6477.5991      1.3211035      5357.1431      1.5464352      
0.18           17219.388      2.5716216      14220.616      2.92456        11318.781      1.6853578      9403.9159      1.913086       7761.7229      2.2434204      6483.9875      1.3093536      5388.551       1.5319942      
0.19           17174.549      2.5523803      14235.361      2.8990074      11288.383      1.6730472      9411.6606      1.8967699      7804.4256      2.2232782      6488.2206      1.2984268      5416.2064      1.5185077      
0.2            17129.143      2.5343906      14245.861      2.8750581      11257.708      1.6615412      9416.7756      1.8814843      7842.3612      2.2043654      6490.7389      1.2881943      5440.7156      1.50585        
0.21           17084.314      2.5174738      14253.777      2.8524657      11227.488      1.6507223      9420.3222      1.8670663      7876.8709      2.1864803      6492.2532      1.2785437      5462.9766      1.4938814      
0.22           17038.761      2.5016718      14257.958      2.8313103      11196.869      1.6406273      9421.5425      1.8535788      7907.2923      2.1696981      6492.2433      1.2695246      5482.5327      1.4826605      
0.23           16993.422      2.4866971      14259.843      2.8112089      11166.438      1.6310523      9421.3445      1.8407546      7934.8397      2.1537092      6491.3108      1.2609427      5500.1907      1.4719637      
0.24           16947.736      2.472444       14258.905      2.792069       11135.84       1.621929       9419.3956      1.8285333      7959.1748      2.1384665      6489.235       1.2527576      5515.7268      1.4617591      
0.25           16902.322      2.4589695      14255.95       2.7739476      11105.47       1.6133037      9416.2073      1.8169641      7980.9181      2.1240084      6486.3562      1.2450101      5529.5526      1.4520821      
0.26           16856.719      2.4451959      14250.743      2.7556548      11075.024      1.6043293      9411.6225      1.8051152      8000.0477      2.1093709      6482.5663      1.2369609      5541.6516      1.4421674      
0.27           16811.757      2.4329488      14244.509      2.739121       11045.046      1.5964944      9406.4397      1.7945662      8017.6319      2.0961367      6478.4086      1.2299004      5552.7499      1.4333143      
0.28           16767.046      2.4213672      14236.702      2.723404       11015.266      1.5890959      9400.2884      1.7845493      8033.1689      2.0835203      6473.623       1.2232039      5562.497       1.4248819      
0.29           16722.141      2.4100664      14227.062      2.7081106      10985.386      1.5818504      9392.9835      1.7747742      8046.5733      2.0712268      6468.074       1.2166494      5570.8232      1.4166455      
0.3            16677.994      2.399377       14216.774      2.6936132      10956.038      1.5750059      9385.3145      1.765518       8058.8003      2.0595653      6462.3096      1.2104497      5578.3906      1.4088399      
0.31           16634.345      2.3891288      14205.659      2.6796775      10927.049      1.5684463      9377.1564      1.7566243      8069.7699      2.0483352      6456.2399      1.2044957      5585.138       1.4013263      
