# left-edge scale-central central-error scale-min min-error scale-max max-error
0 1092.0447 0.690394 938.18668 0.470075 1283.6431 1.07217
50 135.87358 0.218536 117.90548 0.152379 157.30524 0.329636
100 28.049915 0.0817651 24.227196 0.0586918 32.487098 0.118657
150 8.6821212 0.0527573 7.4904454 0.0375346 10.000781 0.0767823
200 3.3210763 0.0279220 2.8761852 0.0199568 3.7836189 0.0405021
250 1.4995488 0.0221800 1.2960703 0.0154257 1.7027878 0.0322351
300 0.73966248 0.0134497 0.64162379 0.00951173 0.83373523 0.0197463
350 0.39068405 0.0111550 0.33998657 0.00786029 0.43651684 0.0163509
400 0.21009922 0.00880552 0.18390835 0.00620743 0.23214925 0.0129012
450 0.12423257 0.00644031 0.10891343 0.00453330 0.13628224 0.00944688
500 0.063929610 0.00504084 0.058136785 0.00353846 0.065486028 0.00742754
550 0.046182222 0.00538168 0.041280690 0.00384060 0.049160083 0.00782510
600 0.028321501 0.00261485 0.025453998 0.00182496 0.029542837 0.00387884
650 0.021863708 0.00250694 0.019155099 0.00174795 0.023838463 0.00372033
700 0.014760053 0.00175247 0.012856830 0.00128092 0.016148548 0.00258475
750 0.0081808859 0.00252887 0.0074501210 0.00177852 0.0083915641 0.00343294
800 0.0058316692 0.00101016 0.0051527609 0.000730636 0.0061705887 0.00150101
850 0.0053166007 0.00103037 0.0044760419 0.000719963 0.0061448706 0.00152201
900 0.0026268171 0.000703875 0.0024182875 0.000492866 0.0026672019 0.000765813
950 0.0015862628 0.000418105 0.0013804579 0.000634031 0.0016100705 0.000381455
