#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           217.66891       0.261813        179.63128       0.216011        269.61612       0.324432       -17.47%     23.87%
        -4.9           257.10591       0.284794        212.09071       0.234880        318.62442       0.353080       -17.51%     23.93%
        -4.8           301.65591       0.308901        248.75447       0.254675        373.99421       0.383127       -17.54%     23.98%
        -4.7           351.52327       0.333948        289.78066       0.275249        435.99785       0.414334       -17.56%     24.03%
        -4.6           403.78129       0.358305        332.76598       0.295265        500.98895       0.444669       -17.59%     24.07%
        -4.5           462.13166       0.383211        380.75428       0.315677        573.57237       0.475781       -17.61%     24.11%
        -4.4           523.70773       0.408248        431.39499       0.336236        650.16955       0.506988       -17.63%     24.15%
        -4.3           588.14382       0.432492        484.37488       0.356133        730.34745       0.537227       -17.64%     24.18%
        -4.2           657.04782       0.457039        541.01978       0.376286        816.10150       0.567830       -17.66%     24.21%
        -4.1           728.00917       0.481865        599.37545       0.396738        904.38011       0.598663       -17.67%     24.23%
          -4           799.89036       0.503691        658.47354       0.414591        993.82853       0.625987       -17.68%     24.25%
        -3.9           873.35480       0.526627        718.86421       0.433453        1085.2645       0.654529       -17.69%     24.26%
        -3.8           949.21353       0.548032        781.24197       0.450990        1179.6443       0.681272       -17.70%     24.28%
        -3.7           1024.5292       0.569039        843.16400       0.468258        1273.3663       0.707425       -17.70%     24.29%
        -3.6           1100.9342       0.589159        906.00379       0.484773        1368.4009       0.732512       -17.71%     24.29%
        -3.5           1174.7998       0.608012        966.76524       0.500279        1460.2600       0.755967       -17.71%     24.30%
        -3.4           1249.8083       0.627276        1028.4907       0.516187        1553.4941       0.779822       -17.71%     24.30%
        -3.3           1322.0843       0.643889        1087.9749       0.529823        1643.3182       0.800531       -17.71%     24.30%
        -3.2           1391.2663       0.659805        1144.9279       0.542924        1729.2683       0.820308       -17.71%     24.29%
        -3.1           1457.6954       0.674439        1199.6076       0.554978        1811.8108       0.838479       -17.71%     24.29%
          -3           1523.1445       0.688825        1253.5158       0.566838        1893.0713       0.856322       -17.70%     24.29%
        -2.9           1584.1598       0.701452        1303.7899       0.577254        1968.7918       0.871971       -17.70%     24.28%
        -2.8           1642.7348       0.714034        1352.0751       0.587674        2041.4445       0.887494       -17.69%     24.27%
        -2.7           1700.1271       0.725370        1399.3926       0.597026        2112.6156       0.901540       -17.69%     24.26%
        -2.6           1750.6852       0.735910        1441.1052       0.605778        2175.2575       0.914503       -17.68%     24.25%
        -2.5           1798.7029       0.744893        1480.7272       0.613202        2234.7409       0.925607       -17.68%     24.24%
        -2.4           1847.3126       0.754812        1520.8596       0.621442        2294.9177       0.937798       -17.67%     24.23%
        -2.3           1887.3778       0.763303        1553.9664       0.628572        2344.4628       0.948106       -17.67%     24.22%
        -2.2           1928.9326       0.769980        1588.2982       0.634014        2395.8615       0.956485       -17.66%     24.21%
        -2.1           1964.0477       0.776638        1617.3319       0.639565        2439.2530       0.964630       -17.65%     24.20%
          -2           1998.4892       0.784106        1645.8244       0.645845        2481.7837       0.973678       -17.65%     24.18%
        -1.9           2027.8685       0.789283        1670.1509       0.650151        2518.0222       0.980029       -17.64%     24.17%
        -1.8           2057.0390       0.794064        1694.2897       0.654089        2554.0310       0.985955       -17.63%     24.16%
        -1.7           2083.7504       0.799117        1716.4181       0.658311        2586.9593       0.992123       -17.63%     24.15%
        -1.6           2105.0825       0.803696        1734.0992       0.662171        2613.2401       0.997651       -17.62%     24.14%
        -1.5           2127.8524       0.808444        1752.9891       0.666173        2641.2598        1.00339       -17.62%     24.13%
        -1.4           2146.6728       0.810966        1768.6089       0.668242        2664.4081        1.00652       -17.61%     24.12%
        -1.3           2164.1741       0.815245        1783.1381       0.671890        2685.9265        1.01162       -17.61%     24.11%
        -1.2           2178.8395       0.817182        1795.3185       0.673468        2703.9484        1.01405       -17.60%     24.10%
        -1.1           2192.5279       0.820848        1806.6922       0.676600        2720.7604        1.01841       -17.60%     24.09%
          -1           2205.4183       0.824605        1817.3886       0.679833        2736.6185        1.02284       -17.59%     24.09%
        -0.9           2215.3109       0.825039        1825.6301       0.680112        2748.7288        1.02350       -17.59%     24.08%
        -0.8           2225.3147       0.826560        1833.9378       0.681365        2761.0242        1.02539       -17.59%     24.07%
        -0.7           2233.6573       0.827680        1840.8773       0.682292        2771.2572        1.02677       -17.58%     24.07%
        -0.6           2238.1006       0.829146        1844.6003       0.683563        2776.6577        1.02848       -17.58%     24.06%
        -0.5           2245.0546       0.829792        1850.3609       0.684055        2785.2306        1.02935       -17.58%     24.06%
