#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
        -1.3           5838.4442        7.34586        4869.1604        5.54230        7133.1838        10.1197       -16.60%     22.18%
        -1.2           5924.8741        7.42838        4938.0362        5.60155        7244.5589        10.2384       -16.66%     22.27%
        -1.1           5994.5723        7.10122        4994.5008        5.36809        7332.5579        9.76411       -16.68%     22.32%
          -1           6050.5021        7.05460        5039.3787        5.33429        7403.9466        9.69773       -16.71%     22.37%
        -0.9           6142.6792        7.14213        5110.7689        5.39529        7526.7334        9.82833       -16.80%     22.53%
        -0.8           6186.1007        7.06694        5146.2278        5.34260        7580.9938        9.71722       -16.81%     22.55%
        -0.7           6231.3431        7.18499        5181.4960        5.42767        7640.6265        9.88699       -16.85%     22.62%
        -0.6           6267.3348        7.49812        5210.5784        5.65694        7686.2059        10.3290       -16.86%     22.64%
        -0.5           6327.0114        7.42112        5256.9010        5.60059        7765.4889        10.2205       -16.91%     22.74%
        -0.4           6343.1487        7.34465        5270.3054        5.54408        7785.1489        10.1139       -16.91%     22.73%
        -0.3           6376.8830        7.48218        5296.8443        5.64801        7829.3108        10.3004       -16.94%     22.78%
        -0.2           6370.8497        8.55929        5292.6047        6.42534        7820.3782        11.8466       -16.92%     22.75%
        -0.1           6392.0405        8.77429        5308.9918        6.59144        7848.6789        12.1308       -16.94%     22.79%
           0           6392.0405        8.77429        5308.9918        6.59144        7848.6789        12.1308       -16.94%     22.79%
         0.1           6370.8497        8.55929        5292.6047        6.42534        7820.3782        11.8466       -16.92%     22.75%
         0.2           6376.8830        7.48218        5296.8443        5.64801        7829.3108        10.3004       -16.94%     22.78%
         0.3           6343.1487        7.34465        5270.3054        5.54408        7785.1489        10.1139       -16.91%     22.73%
         0.4           6327.0114        7.42112        5256.9010        5.60059        7765.4889        10.2205       -16.91%     22.74%
         0.5           6267.3348        7.49812        5210.5784        5.65694        7686.2059        10.3290       -16.86%     22.64%
         0.6           6231.3431        7.18499        5181.4960        5.42767        7640.6265        9.88699       -16.85%     22.62%
         0.7           6186.1007        7.06694        5146.2278        5.34260        7580.9938        9.71722       -16.81%     22.55%
         0.8           6142.6792        7.14213        5110.7689        5.39529        7526.7334        9.82833       -16.80%     22.53%
         0.9           6050.5021        7.05460        5039.3787        5.33429        7403.9466        9.69773       -16.71%     22.37%
           1           5994.5723        7.10122        4994.5008        5.36809        7332.5579        9.76411       -16.68%     22.32%
         1.1           5924.8741        7.42838        4938.0362        5.60155        7244.5589        10.2384       -16.66%     22.27%
         1.2           5838.4442        7.34586        4869.1604        5.54230        7133.1838        10.1197       -16.60%     22.18%
         1.3           5728.1727        6.94773        4781.6258        5.24980        6990.2690        9.55909       -16.52%     22.03%
         1.4           5658.2657        6.78485        4725.3027        5.13103        6901.4460        9.32749       -16.49%     21.97%
         1.5           5532.3729        6.78890        4625.6456        5.13377        6737.8593        9.33293       -16.39%     21.79%
         1.6           5446.8636        6.86275        4555.3906        5.18459        6631.5703        9.44473       -16.37%     21.75%
         1.7           5327.2287        6.94146        4459.5811        5.23911        6478.2574        9.56174       -16.29%     21.61%
         1.8           5213.0922        6.95515        4367.8803        5.25020        6332.3923        9.57748       -16.21%     21.47%
         1.9           5087.0945        6.95424        4265.4140        5.24511        6173.7616        9.58491       -16.15%     21.36%
           2           4961.6104        13.6573        4163.1927        10.1501        6016.0449        19.0669       -16.09%     21.25%
         2.1           4799.6511        13.7067        4032.8623        10.1854        5809.3325        19.1385       -15.98%     21.04%
         2.2           4685.2200        6.97321        3938.2147        5.25029        5668.2290        9.62848       -15.94%     20.98%
         2.3           4533.8028        6.61030        3815.1478        4.98484        5477.2913        9.11502       -15.85%     20.81%
         2.4           4374.8903        6.67370        3684.9915        5.02943        5278.7651        9.20689       -15.77%     20.66%
         2.5           4225.8928        6.68071        3561.6311        5.03214        5095.1167        9.22048       -15.72%     20.57%
         2.6           4064.1842        6.54362        3428.7936        4.92882        4893.7126        9.03247       -15.63%     20.41%
         2.7           3894.6487        6.67933        3288.2874        5.02327        4684.9786        9.23318       -15.57%     20.29%
         2.8           3731.9068        6.40872        3152.4782        4.82286        4486.3278        8.85490       -15.53%     20.22%
         2.9           3563.3382        5.95766        3012.2047        4.49284        4279.7983        8.21653       -15.47%     20.11%
           3           3378.7295        5.78341        2858.6677        4.36397        4053.4148        7.97125       -15.39%     19.97%
         3.1           3194.5717        5.73331        2704.7740        4.32288        3828.9173        7.90840       -15.33%     19.86%
         3.2           3010.7058        5.77566        2549.9382        4.34972        3607.0493        7.97474       -15.30%     19.81%
         3.3           2829.7769        6.88916        2397.7931        5.14413        3388.2942        9.59419       -15.27%     19.74%
         3.4           2630.4051        6.66451        2231.4231        4.97461        3144.7759        9.28612       -15.17%     19.55%
         3.5           2459.9531        5.21273        2085.6328        3.92653        2943.3158        7.19792       -15.22%     19.65%
         3.6           2265.0329        5.46905        1921.9221        4.10641        2707.2459        7.57435       -15.15%     19.52%
         3.7           2086.3168        5.35060        1770.1235        4.01576        2493.9972        7.41312       -15.16%     19.54%
         3.8           1902.8797        4.71778        1614.7715        3.55295        2274.2148        6.51522       -15.14%     19.51%
         3.9           1724.0294        4.40805        1463.1970        3.32428        2060.1590        6.07872       -15.13%     19.50%
           4           1559.3172        4.09855        1323.0799        3.09541        1864.0020        5.64364       -15.15%     19.54%
         4.1           1386.4098        3.98743        1177.0805        3.01039        1656.0257        5.49135       -15.10%     19.45%
         4.2           1239.0028        3.73169        1051.0186        2.81837        1481.6981        5.13794       -15.17%     19.59%
         4.3           1083.8019        3.16651        919.70478        2.40321        1295.4915        4.34035       -15.14%     19.53%
         4.4           943.69997        3.77261        800.55681        2.82785        1128.5883        5.23533       -15.17%     19.59%
         4.5           820.23829        3.61909        694.98779        2.71017        982.51727        5.02693       -15.27%     19.78%
         4.6           693.77356        2.67782        588.64334        2.03059        829.53841        3.67174       -15.15%     19.57%
         4.7           591.55134        2.47701        500.80860        1.87726        709.41844        3.39867       -15.34%     19.93%
         4.8           492.91286        2.10749        417.38445        1.60582        590.99282        2.87570       -15.32%     19.90%
         4.9           405.44305        1.87131        343.42405        1.42930        485.94760        2.54663       -15.30%     19.86%
