#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          10           880.44207      0.0616371        722.68849      0.0505691        1097.8175      0.0769105       -17.92%     24.69%
          20           312.94317      0.0411937        257.87398      0.0339423        388.30929      0.0511234       -17.60%     24.08%
          30           134.90952      0.0279850        111.51992      0.0231319        166.74338      0.0345935       -17.34%     23.60%
          40           70.450327      0.0205619        58.387099      0.0170396        86.794162      0.0253364       -17.12%     23.20%
          50           41.524465      0.0159608        34.489856      0.0132554        51.018647      0.0196140       -16.94%     22.86%
          60           26.606127      0.0129537        22.140907      0.0107791        32.612464      0.0158803       -16.78%     22.58%
          70           18.081408      0.0108171        15.072458     0.00901590        22.116777      0.0132340       -16.64%     22.32%
          80           12.839316     0.00926397        10.718880     0.00773150        15.675548      0.0113155       -16.52%     22.09%
          90           9.4518142     0.00806683        7.9016963     0.00674165        11.520218     0.00983656       -16.40%     21.88%
         100           7.1735509     0.00710950        6.0045569     0.00594896        8.7300042     0.00865595       -16.30%     21.70%
         110           5.5648554     0.00636603        4.6634211     0.00533311        6.7626264     0.00773961       -16.20%     21.52%
         120           4.3921695     0.00578505        3.6846832     0.00485203        5.3304490     0.00702342       -16.11%     21.36%
         130           3.5266685     0.00527141        2.9615068     0.00442412        4.2749024     0.00639452       -16.03%     21.22%
         140           2.8743080     0.00484415        2.4160283     0.00406932        3.4800160     0.00586952       -15.94%     21.07%
         150           2.3675501     0.00447256        1.9918158     0.00376037        2.8634019     0.00541363       -15.87%     20.94%
         160           1.9742306     0.00415282        1.6622808     0.00349433        2.3853199     0.00502171       -15.80%     20.82%
         170           1.6589473     0.00386738        1.3979490     0.00325711        2.0024057     0.00467140       -15.73%     20.70%
         180           1.4115791     0.00360522        1.1904250     0.00303879        1.7022086     0.00435040       -15.67%     20.59%
         190           1.1976337     0.00336256        1.0107059     0.00283611        1.4429844     0.00405432       -15.61%     20.49%
         200           1.0303465     0.00314116       0.87014209     0.00265132        1.2403645     0.00378401       -15.55%     20.38%
         210          0.89288135     0.00296404       0.75456783     0.00250393        1.0739868     0.00356700       -15.49%     20.28%
         220          0.77657032     0.00278626       0.65665267     0.00235487       0.93343202     0.00335110       -15.44%     20.20%
         230          0.67991859     0.00262835       0.57526109     0.00222272       0.81668169     0.00315891       -15.39%     20.11%
         240          0.59443852     0.00247428       0.50323018     0.00209359       0.71350758     0.00297175       -15.34%     20.03%
         250          0.52315005     0.00234062       0.44316449     0.00198180       0.62745254     0.00280897       -15.29%     19.94%
         260          0.45967069     0.00221100       0.38932622     0.00187723       0.55097742     0.00265156       -15.30%     19.86%
         270          0.41329923     0.00212036       0.34975378     0.00179867       0.49507350     0.00254113       -15.38%     19.79%
         280          0.37156370     0.00203734       0.31424510     0.00172742       0.44480480     0.00244022       -15.43%     19.71%
         290          0.32650511     0.00189559       0.27592535     0.00160598       0.39112943     0.00226483       -15.49%     19.79%
         300          0.29409345     0.00182158       0.24835311     0.00154169       0.35258465     0.00217887       -15.55%     19.89%
         310          0.26484734     0.00174716       0.22352815     0.00147822       0.31772783     0.00209066       -15.60%     19.97%
         320          0.23937381     0.00166594       0.20189645     0.00140841       0.28737607     0.00199520       -15.66%     20.05%
         330          0.21925184     0.00160702       0.18480527     0.00135799       0.26340767     0.00192560       -15.71%     20.14%
         340          0.19642069     0.00151165       0.16548277     0.00127680       0.23610171     0.00181226       -15.75%     20.20%
         350          0.18049840     0.00147436       0.15193512     0.00124416       0.21717309     0.00176934       -15.82%     20.32%
         360          0.16364742     0.00141185       0.13769274     0.00119080       0.19699005     0.00169532       -15.86%     20.37%
         370          0.15048947     0.00135449       0.12655535     0.00114175       0.18125515     0.00162746       -15.90%     20.44%
         380          0.13528620     0.00129059       0.11368277     0.00108724       0.16308122     0.00155172       -15.97%     20.55%
         390          0.12465331     0.00124990       0.10469197     0.00105250       0.15035165     0.00150353       -16.01%     20.62%
         400          0.11381364     0.00120949      0.095537247     0.00101768       0.13735767     0.00145616       -16.06%     20.69%
         410          0.10520493     0.00118076      0.088268137    0.000993133       0.12703433     0.00142212       -16.10%     20.75%
         420         0.097857564     0.00114194      0.082049515    0.000959974       0.11824781     0.00137619       -16.15%     20.84%
         430         0.089878402     0.00110051      0.075326081    0.000924584       0.10865821     0.00132715       -16.19%     20.89%
         440         0.080407056     0.00102611      0.067367775    0.000861963      0.097238866     0.00123758       -16.22%     20.93%
         450         0.075051660     0.00100857      0.062840874    0.000846268      0.090824255     0.00121788       -16.27%     21.02%
         460         0.069443237    0.000966996      0.058115081    0.000811203      0.084083462     0.00116798       -16.31%     21.08%
         470         0.064630706    0.000938660      0.054060404    0.000786783      0.078299153     0.00113475       -16.35%     21.15%
         480         0.058513285    0.000888532      0.048914088    0.000744548      0.070934279     0.00107449       -16.41%     21.23%
         490         0.055265054    0.000881835      0.046176602    0.000738598      0.067029651     0.00106688       -16.45%     21.29%
