#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
        -0.6           10420.962        26.4991        8911.5403        18.7504        12301.018        39.8060       -14.48%     18.04%
        -0.5           10531.936        32.1103        8997.7824        22.6245        12448.173        48.1106       -14.57%     18.19%
        -0.4           10532.659        27.6290        9001.9659        19.5944        12441.068        41.4923       -14.53%     18.12%
        -0.3           10641.829        31.8450        9084.5402        22.2775        12591.280        48.1573       -14.63%     18.32%
        -0.2           10565.341        31.1268        9033.7714        21.6918        12490.297        44.2294       -14.50%     18.22%
        -0.1           10663.203        30.6500        9107.5275        21.6483        12606.116        45.8852       -14.59%     18.22%
           0           10670.623        30.5428        9112.4247        21.5435        12617.887        45.8085       -14.60%     18.25%
         0.1           10558.378        31.9689        9029.0905        22.2119        12460.745        48.6851       -14.48%     18.02%
         0.2           10646.870        32.3583        9088.1467        22.6226        12598.625        48.9378       -14.64%     18.33%
         0.3           10520.276        26.7397        8989.7905        20.4965        12421.954        39.7117       -14.55%     18.08%
         0.4           10538.701        32.4718        9002.4541        22.8563        12458.391        48.6972       -14.58%     18.22%
         0.5           10427.218        26.4296        8915.5900        18.7003        12311.178        39.7116       -14.50%     18.07%
         0.6           10294.419        26.3267        8809.3489        18.7600        12139.983        39.2320       -14.43%     17.93%
         0.7           10256.947        28.8213        8769.7791        20.2156        12113.436        43.6032       -14.50%     18.10%
         0.8           10096.252        33.9911        8644.1306        23.8305        11900.008        51.1681       -14.38%     17.87%
         0.9           9975.2809        29.8454        8541.6025        21.4729        11758.641        44.9812       -14.37%     17.88%
           1           9841.7924        31.7830        8432.2133        21.9377        11592.594        48.8303       -14.32%     17.79%
         1.1           9674.2310        29.6223        8295.3450        20.8779        11384.327        42.8366       -14.25%     17.68%
         1.2           9525.1738        25.5419        8168.3257        17.9171        11219.789        42.3391       -14.24%     17.79%
         1.3           9346.5562        26.9129        8025.3126        19.0790        10980.714        40.2700       -14.14%     17.48%
         1.4           9225.2674        27.4136        7916.4476        19.1754        10850.526        41.6757       -14.19%     17.62%
         1.5           9039.5041        31.1155        7759.3157        21.8129        10629.042        46.9399       -14.16%     17.58%
         1.6           8754.7062        30.3520        7533.6635        21.1386        10259.160        46.2052       -13.95%     17.18%
         1.7           8558.5163        24.3039        7364.5906        17.2907        10032.192        36.2865       -13.95%     17.22%
         1.8           8332.3333        25.9403        7181.9483        19.5889        9738.2644        38.9968       -13.81%     16.87%
         1.9           8108.6137        31.7919        6988.1825        22.0782        9488.9990        48.4837       -13.82%     17.02%
           2           7846.8039        33.0287        6778.0976        23.2761        9153.0774        49.5248       -13.62%     16.65%
         2.1           7631.7007        29.4050        6593.7881        22.0793        8904.9927        43.7546       -13.60%     16.68%
         2.2           7422.1180        32.4941        6408.4913        22.4245        8668.3273        49.8690       -13.66%     16.79%
         2.3           7076.8342        26.1540        6129.7090        18.5077        8228.1789        39.1681       -13.38%     16.27%
         2.4           6866.4570        29.1797        5941.8017        20.5713        7996.7990        43.7680       -13.47%     16.46%
         2.5           6574.0855        25.7027        5696.4335        16.6121        7640.0263        38.8082       -13.35%     16.21%
         2.6           6292.0920        22.9408        5461.2434        16.1811        7299.6761        34.5876       -13.20%     16.01%
         2.7           6004.0627        25.2069        5217.7367        17.6760        6954.1104        38.2659       -13.10%     15.82%
         2.8           5753.9585        23.2862        4995.9112        16.3224        6675.3555        35.3008       -13.17%     16.01%
         2.9           5438.4110        24.3854        4731.8343        17.1477        6290.6599        36.7159       -12.99%     15.67%
           3           5168.4154        26.1987        4497.0669        18.3732        5979.5252        39.5485       -12.99%     15.69%
         3.1           4871.3574        22.1456        4244.9536        15.5771        5624.0899        33.4302       -12.86%     15.45%
         3.2           4545.3433        22.0962        3967.1415        15.7002        5236.8754        32.9201       -12.72%     15.21%
         3.3           4237.5915        23.5955        3703.4001        16.6990        4873.4088        35.2284       -12.61%     15.00%
         3.4           3962.8315        31.6444        3463.7427        22.2490        4557.9117        47.2749       -12.59%     15.02%
         3.5           3670.0620        21.1018        3211.7747        14.7967        4212.8743        31.9037       -12.49%     14.79%
         3.6           3406.6460        21.5773        2978.6098        15.2429        3916.0569        32.2574       -12.56%     14.95%
         3.7           3124.4776        24.0625        2731.2707        17.1473        3594.1244        35.4941       -12.58%     15.03%
         3.8           2855.3972        33.8730        2495.6960        22.9466        3285.2486        52.7276       -12.60%     15.05%
         3.9           2564.8327        16.7227        2249.2667        11.7756        2930.4266        26.6289       -12.30%     14.25%
           4           2359.6689        19.5550        2058.8203        13.5118        2722.0990        30.0032       -12.75%     15.36%
         4.1           2053.5176        23.3118        1798.6807        16.6353        2355.9890        34.1564       -12.41%     14.73%
         4.2           1865.3959        19.5710        1632.2853        13.9095        2141.2928        28.8671       -12.50%     14.79%
         4.3           1609.3353        18.6090        1408.5395        13.7291        1844.0889        27.3910       -12.48%     14.59%
         4.4           1432.3989        16.9487        1250.2283        11.9893        1650.9690        24.7153       -12.72%     15.26%
         4.5           1215.1055        15.1093        1063.5831        10.7572        1394.4445        22.3039       -12.47%     14.76%
         4.6           1040.5795        13.7747        910.36291        9.87420        1195.4513        20.1681       -12.51%     14.88%
         4.7           882.08007        11.6737        771.99471        8.27928        1012.2992        17.3313       -12.48%     14.76%
         4.8           752.68847        9.74548        654.53201        6.86107        871.92689        14.6564       -13.04%     15.84%
         4.9           623.28592        8.84591        543.06338        6.30277        722.26608        13.8363       -12.87%     15.88%
