#y_bbZ-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5       1.395419     0.86940097     0.87548045     0.55923684      4.7911452      3.6742843
           -4.9      1.5086145     0.97050697      1.1725754     0.71269583      2.3218156      1.7904803
           -4.8      6.7444805      2.0059158      4.9015307      1.5458499      13.146927      4.4352054
           -4.7      18.402643       4.957005      13.517005      3.2926931       78.69745      52.700993
           -4.6      79.744165      11.365685      63.367836      9.1334683       212.8585        53.0154
           -4.5       135.4549      12.158527      106.34996      9.1470436      361.85909      78.621193
           -4.4       241.2748      16.523364      193.98066      12.908974      563.99468      102.26659
           -4.3      417.23991      20.844394      337.56132      16.551722      820.51836      102.65736
           -4.2      692.43373      25.718226      565.42508      20.187954      1300.7671      116.22984
           -4.1      1002.5158      34.032199      817.71656      27.606447      1971.1882      153.18214
             -4      1385.2677      36.521527      1140.5012      29.768446      2275.5338      144.97446
           -3.9      1776.1241      45.247428      1469.1107      37.912527      3009.7941      169.14555
           -3.8      2377.2823      64.519009      1971.2118      56.783297      3903.8972      181.87574
           -3.7      2898.2635      53.506935      2401.7197      44.234186      4813.6027      219.00575
           -3.6      3308.2461      55.788166      2759.2675      46.156307      5038.3316       198.9418
           -3.5      3967.7816      63.490923      3303.0399      52.942144      6323.3308      216.94035
           -3.4      4331.3447      63.534083      3598.0744      51.859922      7390.1963      263.99768
           -3.3      4984.4905      73.951252      4160.7684      62.392256      7946.2854      254.57886
           -3.2      5519.4169      78.924331      4599.9297      65.884753      8890.3251      263.24793
           -3.1      5734.6703      71.356989      4809.7779      60.619024      8392.6118      245.13318
             -3      6355.8125      78.966566      5305.6617      66.627069      9581.3917      253.87102
           -2.9      6668.3076      72.888384      5592.6475      61.395453      9773.4024      247.31654
           -2.8      7111.4298       86.17745      5940.4229       74.54691      10723.916      259.01529
           -2.7      7488.1154      86.569349      6271.0054      73.485173      10889.308      249.63187
           -2.6      7729.2744      97.319799      6480.1789      85.126793      11459.667      269.41358
           -2.5       8099.059      97.037243      6785.7802      84.416732      11732.842      287.37681
           -2.4      8305.7938      94.158097      6962.5883      81.912734      11896.774      245.14036
           -2.3      8608.6651      102.61063      7202.2745      88.836246      12117.932      269.79341
           -2.2      8699.5343      92.424913      7284.6577      79.748018      12376.667      255.28001
           -2.1      9067.3127      99.617543      7597.8706      87.096617      12983.438      271.72497
             -2      9079.3305      104.04941      7616.9786      89.918746       12414.46      252.81533
           -1.9      9487.1712      116.04232      7946.8958      102.08715      13344.764       271.1923
           -1.8      9539.9133      99.550743      7993.3154       86.38142      13570.893      250.81722
