#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
        -0.8           3946.1335        7.01806        3300.0738        5.29863        4802.0483        9.66257       -16.37%     21.69%
        -0.7           3986.8344        7.13666        3331.5410        5.38414        4856.1515        9.83301       -16.44%     21.80%
        -0.6           4016.0441        7.45170        3354.9761        5.61508        4893.4244        10.2772       -16.46%     21.85%
        -0.5           4071.0221        7.37412        3397.3827        5.55822        4966.9572        10.1681       -16.55%     22.01%
        -0.4           4082.1798        7.29690        3406.6426        5.50103        4980.5143        10.0607       -16.55%     22.01%
        -0.3           4112.3889        7.43542        3430.2583        5.60586        5020.3344        10.2482       -16.59%     22.08%
        -0.2           4104.4208        8.51841        3424.4051        6.38830        5009.0372        11.8012       -16.57%     22.04%
        -0.1           4125.4736        8.73439        3440.6682        6.55530        5037.1856        12.0865       -16.60%     22.10%
           0           4125.4736        8.73439        3440.6682        6.55530        5037.1856        12.0865       -16.60%     22.10%
         0.1           4104.4208        8.51841        3424.4051        6.38830        5009.0372        11.8012       -16.57%     22.04%
         0.2           4112.3889        7.43542        3430.2583        5.60586        5020.3344        10.2482       -16.59%     22.08%
         0.3           4082.1798        7.29690        3406.6426        5.50103        4980.5143        10.0607       -16.55%     22.01%
         0.4           4071.0221        7.37412        3397.3827        5.55822        4966.9572        10.1681       -16.55%     22.01%
         0.5           4016.0441        7.45170        3354.9761        5.61508        4893.4244        10.2772       -16.46%     21.85%
         0.6           3986.8344        7.13666        3331.5410        5.38414        4856.1515        9.83301       -16.44%     21.80%
         0.7           3946.1335        7.01806        3300.0738        5.29863        4802.0483        9.66257       -16.37%     21.69%
         0.8           3911.9759        7.09393        3272.3165        5.35189        4759.1577        9.77447       -16.35%     21.66%
         0.9           3829.6026        7.00595        3209.0900        5.29053        4648.3804        9.64331       -16.20%     21.38%
           1           3785.0246        7.05323        3173.6502        5.32492        4590.9235        9.71042       -16.15%     21.29%
         1.1           3727.8152        7.38278        3127.5659        5.56045        4518.2571        10.1875       -16.10%     21.20%
         1.2           3654.6159        7.29995        3069.6979        5.50093        4423.1050        10.0684       -16.00%     21.03%
         1.3           3561.7147        6.89952        2996.5821        5.20642        4301.5514        9.50518       -15.87%     20.77%
         1.4           3508.9729        6.73610        2954.5322        5.08723        4233.7919        9.27291       -15.80%     20.66%
         1.5           3403.4211        6.74065        2871.7607        5.09042        4095.2168        9.27890       -15.62%     20.33%
         1.6           3339.7316        6.81547        2819.6293        5.14207        4015.7379        9.39182       -15.57%     20.24%
         1.7           3244.1739        6.89526        2743.7710        5.19754        3892.0973        9.51008       -15.42%     19.97%
         1.8           3157.0377        6.90972        2674.4533        5.20933        3779.4880        9.52664       -15.29%     19.72%
         1.9           3061.6322        6.90951        2597.3257        5.20486        3658.5787        9.53489       -15.17%     19.50%
           2           2967.9826        13.6350        2521.4553        10.1297        3540.1453        19.0422       -15.04%     19.28%
         2.1           2841.2215        13.6848        2420.2566        10.1654        3376.8740        19.1143       -14.82%     18.85%
         2.2           2765.1103        6.93091        2357.3054        5.21218        3283.0977        9.58122       -14.75%     18.73%
         2.3           2656.2592        6.56665        2269.4296        4.94559        3144.7655        9.06618       -14.56%     18.39%
         2.4           2543.2356        6.63145        2177.1880        4.99143        3002.9941        9.15962       -14.39%     18.08%
         2.5           2445.1149        6.63967        2095.8291        4.99521        2882.3344        9.17457       -14.29%     17.88%
         2.6           2334.8278        6.50287        2005.4294        4.89216        2744.6170        8.98687       -14.11%     17.55%
         2.7           2222.1695        6.64067        1911.8489        4.98844        2606.3538        9.18999       -13.96%     17.29%
         2.8           2119.9261        6.36986        1825.9204        4.78788        2482.7224        8.81143       -13.87%     17.11%
         2.9           2014.4965        5.91739        1737.6876        4.45667        2354.5186        8.17140       -13.74%     16.88%
           3           1897.4323        5.74365        1639.7868        4.32829        2211.9917        7.92668       -13.58%     16.58%
         3.1           1783.9248        5.69503        1544.0703        4.28850        2075.2396        7.86550       -13.45%     16.33%
         3.2           1674.8068        5.73952        1450.7642        4.31722        1946.2454        7.93429       -13.38%     16.21%
         3.3           1569.2727        6.86055        1360.6677        5.11819        1821.1950        9.56243       -13.29%     16.05%
         3.4           1447.8999        6.63670        1258.4743        4.94939        1674.6461        9.25526       -13.08%     15.66%
         3.5           1357.3445        5.17943        1178.3952        3.89659        1572.5645        7.16064       -13.18%     15.86%
         3.6           1243.9858        5.43956        1081.7450        4.07982        1437.9814        7.54144       -13.04%     15.59%
         3.7           1147.0382        5.32272        997.16557        3.99059        1326.4988        7.38203       -13.07%     15.65%
         3.8           1043.3630        4.68885        907.38998        3.52693        1205.9737        6.48286       -13.03%     15.59%
         3.9           944.26875        4.37986        821.37514        3.29895        1091.1896        6.04714       -13.01%     15.56%
           4           856.87286        4.07115        744.79850        3.07082        991.29360        5.61292       -13.08%     15.69%
         4.1           759.69897        3.96222        661.04407        2.98775        877.59752        5.46310       -12.99%     15.52%
         4.2           683.95309        3.70776        593.90432        2.79688        792.43538        5.11113       -13.17%     15.86%
         4.3           598.03333        3.14173        519.53735        2.38105        692.46742        4.31248       -13.13%     15.79%
         4.4           522.01560        3.75457        453.06931        2.81151        605.32541        5.21530       -13.21%     15.96%
         4.5           457.26534        3.60285        395.78461        2.69543        532.28827        5.00893       -13.45%     16.41%
         4.6           385.62672        2.65910        334.53561        2.01381        447.49852        3.65075       -13.25%     16.04%
         4.7           332.54872        2.45996        287.13965        1.86195        388.46943        3.37957       -13.65%     16.82%
         4.8           278.44109        2.09087        240.36834        1.59096        325.38066        2.85700       -13.67%     16.86%
         4.9           229.52342        1.85594        198.15580        1.41559        268.21309        2.52931       -13.67%     16.86%
