#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           159.43138       0.367442        131.21790       0.305884        197.87641       0.459693       -17.70%     24.11%
        -4.9           195.51281       0.405777        160.98982       0.337180        242.51755       0.508678       -17.66%     24.04%
        -4.8           241.41193       0.446423        198.91837       0.371501        299.20661       0.558654       -17.60%     23.94%
        -4.7           298.32042       0.513478        246.06255       0.424588        369.26478       0.647601       -17.52%     23.78%
        -4.6           366.68198       0.585795        302.43875       0.481362        453.91653       0.744034       -17.52%     23.79%
        -4.5           450.28820       0.621718        371.97290       0.515227        556.34119       0.782320       -17.39%     23.55%
        -4.4           550.16358       0.661815        454.75705       0.553018        679.24312       0.824450       -17.34%     23.46%
        -4.3           669.21175       0.743255        553.51011       0.619987        825.57677       0.927538       -17.29%     23.37%
        -4.2           807.83925       0.817228        668.63054       0.682412        995.74548        1.01859       -17.23%     23.26%
        -4.1           968.84585       0.877549        802.65122       0.737175        1192.8280        1.08629       -17.15%     23.12%
          -4           1151.9175       0.958210        955.00665       0.806169        1416.9632        1.18429       -17.09%     23.01%
        -3.9           1356.8701        1.05476        1125.7391       0.887085        1667.5760        1.30429       -17.03%     22.90%
        -3.8           1583.8598        1.14200        1314.6530       0.962336        1945.4875        1.40863       -17.00%     22.83%
        -3.7           1827.3149        1.23146        1518.0993        1.03964        2242.0444        1.51593       -16.92%     22.70%
        -3.6           2091.5663        1.39920        1738.1860        1.16662        2565.3123        1.75019       -16.90%     22.65%
        -3.5           2362.4035        1.48296        1964.6746        1.24023        2894.9484        1.84846       -16.84%     22.54%
        -3.4           2648.0465        1.50030        2203.7274        1.27062        3242.2956        1.84076       -16.78%     22.44%
        -3.3           2936.4154        1.60300        2444.8955        1.35581        3593.3100        1.97052       -16.74%     22.37%
        -3.2           3222.8280        1.68931        2684.5767        1.42882        3941.6425        2.07710       -16.70%     22.30%
        -3.1           3507.4579        1.76205        2923.4582        1.49327        4286.5792        2.16157       -16.65%     22.21%
          -3           3789.2725        1.83838        3159.9324        1.55891        4628.2373        2.25387       -16.61%     22.14%
        -2.9           4060.4225        1.91084        3387.5329        1.62078        4956.8212        2.34256       -16.57%     22.08%
        -2.8           4316.5258        1.98072        3603.0278        1.68025        5266.2914        2.42834       -16.53%     22.00%
        -2.7           4557.1655        2.03912        3806.1677        1.73138        5555.8527        2.49737       -16.48%     21.91%
        -2.6           4779.6196        2.09884        3993.4592        1.78146        5824.5324        2.57230       -16.45%     21.86%
        -2.5           4981.4405        2.15667        4164.1886        1.82947        6066.8171        2.64569       -16.41%     21.79%
        -2.4           5169.1729        2.20066        4322.9585        1.86792        6292.3451        2.69817       -16.37%     21.73%
        -2.3           5336.8936        2.23826        4465.3314        1.90077        6492.8870        2.74286       -16.33%     21.66%
        -2.2           5480.8257        2.27034        4588.0487        1.92906        6663.9893        2.78076       -16.29%     21.59%
        -2.1           5607.6814        2.29619        4696.1131        1.95234        6815.0413        2.81022       -16.26%     21.53%
          -2           5719.0945        2.32422        4791.5183        1.97640        6946.8757        2.84459       -16.22%     21.47%
        -1.9           5811.5399        2.34529        4870.7328        1.99450        7056.2098        2.87037       -16.19%     21.42%
        -1.8           5887.3094        2.36396        4936.4550        2.01097        7144.4429        2.89252       -16.15%     21.35%
        -1.7           5953.8485        2.37323        4994.2863        2.02074        7221.6947        2.90084       -16.12%     21.29%
        -1.6           6006.3907        2.38696        5040.2321        2.03262        7282.2328        2.91762       -16.09%     21.24%
        -1.5           6051.1382        2.39325        5079.5445        2.03935        7333.5523        2.92313       -16.06%     21.19%
        -1.4           6077.5671        2.40711        5103.8190        2.05073        7361.9952        2.94118       -16.02%     21.13%
        -1.3           6101.0453        2.41438        5124.9496        2.05714        7388.1310        2.95002       -16.00%     21.10%
        -1.2           6120.2413        2.40796        5142.4723        2.05438        7409.0576        2.93694       -15.98%     21.06%
        -1.1           6128.3580        2.40971        5151.5316        2.05623        7414.9864        2.93885       -15.94%     20.99%
          -1           6137.7554        2.44081        5160.3079        2.08035        7424.9984        2.97903       -15.93%     20.97%
        -0.9           6140.5055        2.41201        5163.5944        2.05875        7426.7281        2.94101       -15.91%     20.95%
        -0.8           6133.2061        2.42106        5158.4781        2.06522        7416.1954        2.95454       -15.89%     20.92%
        -0.7           6138.5039        2.41943        5164.0694        2.06462        7420.6772        2.95103       -15.87%     20.89%
        -0.6           6131.6543        2.41125        5159.8305        2.05990        7409.7789        2.93725       -15.85%     20.84%
        -0.5           6132.4395        2.40979        5160.4938        2.05967        7410.8418        2.93391       -15.85%     20.85%
        -0.4           6132.8689        2.41050        5161.7558        2.06052        7409.7876        2.93420       -15.83%     20.82%
        -0.3           6126.6412        2.41435        5156.7407        2.06203        7401.9465        2.94202       -15.83%     20.82%
        -0.2           6121.1239        2.42261        5152.5775        2.06722        7394.4575        2.95566       -15.82%     20.80%
        -0.1           6118.4189        2.42430        5149.8304        2.06968        7392.0683        2.95670       -15.83%     20.82%
           0           6118.4189        2.42430        5149.8304        2.06968        7392.0683        2.95670       -15.83%     20.82%
         0.1           6121.1239        2.42261        5152.5775        2.06722        7394.4575        2.95566       -15.82%     20.80%
         0.2           6126.6412        2.41435        5156.7407        2.06203        7401.9465        2.94202       -15.83%     20.82%
         0.3           6132.8689        2.41050        5161.7558        2.06052        7409.7876        2.93420       -15.83%     20.82%
         0.4           6132.4395        2.40979        5160.4938        2.05967        7410.8418        2.93391       -15.85%     20.85%
         0.5           6131.6543        2.41125        5159.8305        2.05990        7409.7789        2.93725       -15.85%     20.84%
         0.6           6138.5039        2.41943        5164.0694        2.06462        7420.6772        2.95103       -15.87%     20.89%
         0.7           6133.2061        2.42106        5158.4781        2.06522        7416.1954        2.95454       -15.89%     20.92%
         0.8           6140.5055        2.41201        5163.5944        2.05875        7426.7281        2.94101       -15.91%     20.95%
         0.9           6137.7554        2.44081        5160.3079        2.08035        7424.9984        2.97903       -15.93%     20.97%
           1           6128.3580        2.40971        5151.5316        2.05623        7414.9864        2.93885       -15.94%     20.99%
         1.1           6120.2413        2.40796        5142.4723        2.05438        7409.0576        2.93694       -15.98%     21.06%
         1.2           6101.0453        2.41438        5124.9496        2.05714        7388.1310        2.95002       -16.00%     21.10%
         1.3           6077.5671        2.40711        5103.8190        2.05073        7361.9952        2.94118       -16.02%     21.13%
         1.4           6051.1382        2.39325        5079.5445        2.03935        7333.5523        2.92313       -16.06%     21.19%
         1.5           6006.3907        2.38696        5040.2321        2.03262        7282.2328        2.91762       -16.09%     21.24%
         1.6           5953.8485        2.37323        4994.2863        2.02074        7221.6947        2.90084       -16.12%     21.29%
         1.7           5887.3094        2.36396        4936.4550        2.01097        7144.4429        2.89252       -16.15%     21.35%
         1.8           5811.5399        2.34529        4870.7328        1.99450        7056.2098        2.87037       -16.19%     21.42%
